step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_4_density,layer_5_density,layer_6_density,layer_7_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability,layer_4_soft_probability,layer_5_soft_probability,layer_6_soft_probability,layer_7_soft_probability
0,train,4.208095073699951,67.22835269821559,0.0166015625,,,,4.208095073699951,0.15702682733535767,0.0,0.5,0.9000154733657837,0.896240234375,7.169921875,0.896240234375,0.103759765625,0.3250488042831421,2.9999999999999997e-05,6.060532569885254,0.010764732956886292,6.06052303314209,4096,0.9484172500669956,4318.774252272047,,0.89013671875,0.895751953125,0.9033203125,0.893310546875,0.890380859375,0.901611328125,0.897216796875,0.898193359375,0.8999929428100586,0.9000023007392883,0.9001510143280029,0.8999938368797302,0.8999278545379639,0.8999980688095093,0.9000354409217834,0.9000226855278015
20,train,3.4231185913085938,30.66489734082462,0.1552734375,,,,3.4231185913085938,0.16204006969928741,0.0,0.5,0.9005537033081055,0.90252685546875,7.22021484375,0.90252685546875,0.09747314453125,0.3238644599914551,6.599999999999999e-05,1.012804388999939,0.01044840645045042,1.012750506401062,86016,0.42596683325245976,9615.772121798986,,0.899169921875,0.9033203125,0.9091796875,0.90380859375,0.899169921875,0.90234375,0.89794921875,0.9052734375,0.9001761674880981,0.9003347158432007,0.9006941318511963,0.9005687832832336,0.900550365447998,0.9005669355392456,0.9006882309913635,0.9008500576019287
40,train,3.00441837310791,20.174478663590502,0.2353515625,,,,3.00441837310791,0.1602933704853058,0.0,0.5,0.901943027973175,0.900360107421875,7.202880859375,0.900360107421875,0.099639892578125,0.3207915425300598,0.00012599999999999997,1.2697421312332153,0.04874088987708092,1.2688062191009521,167936,0.30039841681718826,13635.224990192539,,0.90185546875,0.90283203125,0.903564453125,0.89794921875,0.901123046875,0.898193359375,0.900390625,0.89697265625,0.9010785818099976,0.9016032814979553,0.9021768569946289,0.902004599571228,0.9020910263061523,0.9019128680229187,0.9023245573043823,0.9023522138595581
60,train,2.786713123321533,16.227593947696295,0.246826171875,,,,2.786713123321533,0.16204190254211426,0.0,0.5,0.9057719111442566,0.902496337890625,7.219970703125,0.902496337890625,0.097503662109375,0.3121795952320099,0.000186,1.7123991250991821,0.05896410346031189,1.711383581161499,249856,0.3019496249035001,13565.176645968804,,0.900634765625,0.897216796875,0.908447265625,0.91162109375,0.893798828125,0.899658203125,0.91015625,0.8984375,0.9028283357620239,0.9040511250495911,0.9050828814506531,0.905221700668335,0.9059900045394897,0.9066201448440552,0.9079275131225586,0.9084533452987671
80,train,2.665688991546631,14.377852352859723,0.256103515625,,,,2.665688991546631,0.17150217294692993,0.0,0.5,0.9139854311943054,0.9140625,7.3125,0.9140625,0.0859375,0.29289233684539795,0.00024599999999999996,1.0575649738311768,0.046349506825208664,1.056548833847046,331776,0.3060513329692185,13383.375789485486,,0.90185546875,0.907958984375,0.915283203125,0.912841796875,0.918701171875,0.908935546875,0.920166015625,0.9267578125,0.9054213166236877,0.9083876013755798,0.9106719493865967,0.912126898765564,0.914722204208374,0.9172911047935486,0.9207962155342102,0.9224662780761719
100,train,2.5678436756134033,13.03768063954931,0.264892578125,,,,2.5678436756134033,0.18126657605171204,0.0,0.5,0.925841748714447,0.92559814453125,7.40478515625,0.92559814453125,0.07440185546875,0.26302075386047363,0.0002999999722532997,0.8155679106712341,0.026880117133259773,0.8151248097419739,413696,0.30946116615086794,13235.9095357481,,0.9091796875,0.906982421875,0.92431640625,0.922607421875,0.932373046875,0.931640625,0.93994140625,0.937744140625,0.9091217517852783,0.9151670932769775,0.9204598069190979,0.9237703680992126,0.929196834564209,0.9328997135162354,0.9377885460853577,0.9383297562599182
120,train,2.5639262199401855,12.98670601416998,0.263427734375,,,,2.5639262199401855,0.19114744663238525,0.0,0.5,0.9368246793746948,0.93701171875,7.49609375,0.93701171875,0.06298828125,0.23329243063926697,0.0002999877638895945,0.9001932740211487,0.031224409118294716,0.8996515870094299,495616,0.33815716626122594,12112.710918673378,,0.91259765625,0.9228515625,0.937744140625,0.932861328125,0.945556640625,0.94091796875,0.95361328125,0.949951171875,0.9139803647994995,0.924238383769989,0.9328094720840454,0.937267005443573,0.9437016844749451,0.9446972608566284,0.9496530294418335,0.9482500553131104
140,train,2.522991418838501,12.465831466451915,0.269287109375,,,,2.522991418838501,0.19876456260681152,0.0,0.5,0.9470332264900208,0.945709228515625,7.565673828125,0.945709228515625,0.054290771484375,0.20438292622566223,0.0002999533604809292,0.8106399178504944,0.028759298846125603,0.8101296424865723,577536,0.30958408303558826,13230.654366455732,,0.9228515625,0.936767578125,0.944091796875,0.947998046875,0.951904296875,0.952392578125,0.9560546875,0.95361328125,0.9198477268218994,0.9345415830612183,0.9451463222503662,0.9505971670150757,0.9558607935905457,0.9549950957298279,0.9581260681152344,0.9571508169174194
160,train,2.4665279388427734,11.781469771778653,0.278564453125,,,,2.4665279388427734,0.2085733413696289,0.0,0.5,0.955462634563446,0.956512451171875,7.652099609375,0.956512451171875,0.043487548828125,0.17890769243240356,0.0002998967676840031,0.8039930462837219,0.028036007657647133,0.8035040497779846,659456,0.3119705826975405,13129.443053837946,,0.928466796875,0.9423828125,0.96044921875,0.95751953125,0.96826171875,0.965576171875,0.96435546875,0.965087890625,0.9265498518943787,0.9448380470275879,0.9568104147911072,0.9626901745796204,0.9630855917930603,0.9626660346984863,0.9635483026504517,0.9635128378868103
180,train,2.455214738845825,11.648934759121623,0.278564453125,,,,2.455214738845825,0.21565181016921997,0.0,0.5,0.963973879814148,0.9642333984375,7.7138671875,0.9642333984375,0.0357666015625,0.15207155048847198,0.0002998179948039535,0.610120415687561,0.022509915754199028,0.6097050309181213,741376,0.2907054997049272,14089.860715251465,,0.936279296875,0.955322265625,0.968994140625,0.9736328125,0.97265625,0.96923828125,0.9677734375,0.969970703125,0.9338390231132507,0.9559493064880371,0.9679640531539917,0.9737197756767273,0.9718024730682373,0.968956470489502,0.9702810049057007,0.9692789316177368
