step,split,train_loss,train_perplexity,train_accuracy,val_loss,val_perplexity,val_accuracy,total_loss,density_loss,lambda_density,target_density,mean_soft_gate,mean_hard_gate,layers_per_token,compute_fraction,skip_fraction,routing_entropy,learning_rate,gradient_norm,router_gradient_norm,transformer_gradient_norm,tokens_processed,seconds_per_step,tokens_per_second,validation_time_sec,layer_0_density,layer_1_density,layer_2_density,layer_3_density,layer_4_density,layer_5_density,layer_6_density,layer_7_density,layer_0_soft_probability,layer_1_soft_probability,layer_2_soft_probability,layer_3_soft_probability,layer_4_soft_probability,layer_5_soft_probability,layer_6_soft_probability,layer_7_soft_probability
0,train,4.19688606262207,66.47899696230476,0.019775390625,,,,4.1975226402282715,0.006365776062011719,0.1,0.5,0.4968467056751251,0.49432373046875,3.95458984375,0.49432373046875,0.50567626953125,0.6796343326568604,0.1,2.1057255268096924,0.057330820709466934,2.104944944381714,4096,0.2838312089443207,14431.112122005987,,0.5087890625,0.43798828125,0.524169921875,0.487060546875,0.513671875,0.502685546875,0.464599609375,0.515625,0.5084277391433716,0.44316962361335754,0.524757981300354,0.4880068302154541,0.5233958959579468,0.5041553378105164,0.46627435088157654,0.5165858864784241
20,train,3.282395362854004,26.639507622273843,0.15966796875,,,,3.2940282821655273,0.11632829904556274,0.1,0.5,0.5316067934036255,0.532012939453125,4.256103515625,0.532012939453125,0.467987060546875,0.6204723119735718,0.1,65.2757797241211,39.89824295043945,51.66292190551758,86016,0.11929270811378956,34335.71141744016,,0.51513671875,0.56396484375,0.445556640625,0.539794921875,0.372802734375,0.75146484375,0.420166015625,0.647216796875,0.5207844376564026,0.5613967180252075,0.4407924711704254,0.5491417646408081,0.3775387704372406,0.7434635162353516,0.41506919264793396,0.6446678042411804
40,train,3.121919631958008,22.689894109789467,0.16748046875,,,,3.129028797149658,0.07109218835830688,0.1,0.5,0.5174989700317383,0.516693115234375,4.133544921875,0.516693115234375,0.483306884765625,0.5790233612060547,0.1,1380.2110595703125,715.940185546875,1180.005126953125,167936,0.12037116708233953,34028.08246594588,,0.652099609375,0.526123046875,0.527099609375,0.47802734375,0.613037109375,0.359375,0.407470703125,0.5703125,0.6465772390365601,0.5225756168365479,0.5240148305892944,0.46730709075927734,0.6182215213775635,0.36642006039619446,0.4163740873336792,0.5785014629364014
60,train,3.0323636531829834,20.74621153089066,0.18408203125,,,,3.0374252796173096,0.05061608552932739,0.1,0.5,0.5041171908378601,0.505096435546875,4.040771484375,0.505096435546875,0.494903564453125,0.5475599765777588,0.1,1799.2978515625,911.6243286132812,1551.261962890625,249856,0.12012666696682572,34097.34160967901,,0.585693359375,0.476806640625,0.493896484375,0.583251953125,0.4912109375,0.498046875,0.58203125,0.329833984375,0.5845348238945007,0.48376408219337463,0.4855368137359619,0.5875899791717529,0.4852325916290283,0.4975818991661072,0.5730687379837036,0.3356286883354187
80,train,2.988842010498047,19.86266840760584,0.2080078125,,,,2.996690511703491,0.07848590612411499,0.1,0.5,0.4937726855278015,0.494964599609375,3.959716796875,0.494964599609375,0.505035400390625,0.5255469679832458,0.1,20920670.0,10291184.0,18214444.0,331776,0.12206249963492155,33556.5797214606,,0.5751953125,0.461181640625,0.43115234375,0.622802734375,0.550048828125,0.46728515625,0.56201171875,0.2900390625,0.5791083574295044,0.4627718925476074,0.43872958421707153,0.6103151440620422,0.54759281873703,0.47509974241256714,0.5612803101539612,0.2752836346626282
100,train,3.2116217613220215,24.819304591702984,0.145751953125,,,,3.22222900390625,0.10607337951660156,0.1,0.5,0.5429161787033081,0.54083251953125,4.32666015625,0.54083251953125,0.45916748046875,0.5028829574584961,0.1,1844289.125,792853.4375,1665168.5,413696,0.1192974578589201,34334.34436502315,,0.577880859375,0.343017578125,0.4736328125,0.634765625,0.467529296875,0.561767578125,0.54541015625,0.72265625,0.5820320248603821,0.340326189994812,0.47115981578826904,0.6472815275192261,0.4680745601654053,0.5625064373016357,0.5495635271072388,0.7223856449127197
120,train,2.8833816051483154,17.874615987782327,0.223876953125,,,,2.8865644931793213,0.0318293571472168,0.1,0.5,0.5077274441719055,0.50927734375,4.07421875,0.50927734375,0.49072265625,0.5088242888450623,0.1,765165.625,247692.921875,723965.9375,495616,0.12004816671833396,34119.63807502653,,0.6220703125,0.431396484375,0.519287109375,0.5859375,0.51904296875,0.464111328125,0.482421875,0.449951171875,0.6235435009002686,0.43603581190109253,0.5072516798973083,0.5819870233535767,0.5271777510643005,0.4489661753177643,0.49219822883605957,0.4446590542793274
140,train,3.1162188053131104,22.56091096148576,0.1728515625,,,,3.1209702491760254,0.04751557111740112,0.1,0.5,0.5457741618156433,0.548736572265625,4.389892578125,0.548736572265625,0.451263427734375,0.4965552091598511,0.1,356255.875,155253.71875,320647.03125,577536,0.12102812482044101,33843.3732330967,,0.56396484375,0.479736328125,0.5322265625,0.505126953125,0.491943359375,0.5498046875,0.6767578125,0.59033203125,0.5607611536979675,0.4816855788230896,0.5235954523086548,0.504642128944397,0.4869743287563324,0.5410630702972412,0.6815838813781738,0.5858877301216125
160,train,2.9499149322509766,19.104328496883408,0.2177734375,,,,2.9529056549072266,0.029907405376434326,0.1,0.5,0.5280338525772095,0.531280517578125,4.250244140625,0.531280517578125,0.468719482421875,0.4899992346763611,0.1,20195660.0,8499676.0,18319938.0,659456,0.12025287467986345,34061.55579152972,,0.529052734375,0.51416015625,0.52880859375,0.592041015625,0.496337890625,0.57080078125,0.4248046875,0.59423828125,0.528911292552948,0.5142818689346313,0.5216975212097168,0.585628867149353,0.4900442957878113,0.5620766282081604,0.4256981611251831,0.5959323644638062
180,train,2.9351978302001953,18.825226965248735,0.2080078125,,,,2.935999631881714,0.008017420768737793,0.1,0.5,0.5123015642166138,0.51177978515625,4.09423828125,0.51177978515625,0.48822021484375,0.4794095456600189,0.1,304029.03125,125596.7265625,276873.8125,741376,0.12222404079511762,33512.2286364764,,0.531005859375,0.525634765625,0.543701171875,0.546142578125,0.493408203125,0.478515625,0.515869140625,0.4599609375,0.5362621545791626,0.5249121785163879,0.5422145128250122,0.5483978986740112,0.49361661076545715,0.47869330644607544,0.5157845616340637,0.45853137969970703
199,validation,,,,3.020943319797516,20.51063064529368,0.18719482421875,,0.19182758629322053,,0.5,0.5600473016500473,0.5795913696289062,4.63673095703125,0.5795913696289062,0.42040863037109377,0.47920254468917844,,,,,,,,14.532891124952585,0.574450671672821,0.43800050020217896,0.48175048828125,0.4845947325229645,0.734692394733429,0.43115234375,0.7314697504043579,0.7606201171875,0.5712372064590454,0.497075617313385,0.49900078773498535,0.4953058660030365,0.5595585107803345,0.47394195199012756,0.6578236818313599,0.7264349460601807
200,train,3.008838653564453,20.263852901423867,0.19189453125,,,,3.0175931453704834,0.08754539489746094,0.1,0.5,0.5643978118896484,0.5673828125,4.5390625,0.5673828125,0.4326171875,0.47510573267936707,0.1,11449535.0,4739161.5,10422677.0,823296,0.11373216705396771,36014.43730564268,,0.56201171875,0.500244140625,0.51171875,0.52001953125,0.54443359375,0.500244140625,0.677490234375,0.722900390625,0.5618768334388733,0.5028759241104126,0.5047874450683594,0.5182715654373169,0.5447416305541992,0.4904763102531433,0.6790830492973328,0.7130695581436157
220,train,3.3299126625061035,27.93590174503999,0.11767578125,,,,3.3377904891967773,0.0787779688835144,0.1,0.5,0.5447033643722534,0.545806884765625,4.366455078125,0.545806884765625,0.454193115234375,0.43464985489845276,0.1,116926552.0,44504796.0,108125584.0,905216,0.11040920903906226,37098.35470835458,,0.581298828125,0.433349609375,0.53076171875,0.47509765625,0.59375,0.468017578125,0.7314453125,0.552734375,0.5819623470306396,0.43173736333847046,0.5415472388267517,0.471455454826355,0.5869238376617432,0.4554402530193329,0.7358317971229553,0.5527286529541016
240,train,3.371821403503418,29.131539052314995,0.119140625,,,,3.3745017051696777,0.02680295705795288,0.1,0.5,0.522027313709259,0.521514892578125,4.172119140625,0.521514892578125,0.478485107421875,0.45878154039382935,0.1,356529408.0,226695264.0,275177152.0,987136,0.11974795814603567,34205.17613339865,,0.5986328125,0.46728515625,0.5234375,0.496826171875,0.570068359375,0.4248046875,0.5263671875,0.564697265625,0.5949162244796753,0.4652562737464905,0.5336301922798157,0.4930039644241333,0.5717024803161621,0.425013929605484,0.5305765271186829,0.5621188282966614
